             v1        OLR1_CO2        OLR2_CO2
      619.10000         0.26427         0.20554
      620.10000         0.32723         0.29127
      621.10000         0.10277         0.11087
      622.10000         0.22937         0.17540
      623.10000         0.30224         0.26951
      624.10000         0.17665         0.14946
      625.10000         0.27850         0.23034
      626.10000         0.22448         0.20302
      627.10000         0.21253         0.18183
      628.10000         0.26228         0.21451
      629.10000         0.19625         0.16581
      630.10000         0.24088         0.20248
      631.10000         0.22242         0.16425
      632.10000         0.14830         0.12606
      633.10000         0.21329         0.17419
      634.10000         0.18715         0.14277
      635.10000         0.15839         0.17092
      636.10000         0.14707         0.11537
      637.10000         0.15175         0.15081
      638.10000         0.10073         0.10765
      639.10000         0.16080         0.12883
      640.10000         0.16224         0.18337
      641.10000         0.10324         0.11377
      642.10000         0.13671         0.11291
      643.10000         0.13545         0.14866
      644.10000         0.10774         0.12146
      645.10000         0.11609         0.10443
      646.10000         0.11425         0.12909
      647.10000         0.14405         0.16706
      648.10000         0.10320         0.10558
      649.10000         0.11698         0.13454
      650.10000         0.11209         0.12775
      651.10000         0.10168         0.10647
      652.10000         0.13170         0.15121
      653.10000         0.11296         0.12991
      654.10000         0.12375         0.14172
      655.10000         0.15713         0.17768
      656.10000         0.10789         0.12263
      657.10000         0.10139         0.11192
      658.10000         0.21903         0.24332
      659.10000         0.10292         0.11578
      660.10000         0.10217         0.11411
      661.10000         0.18897         0.20798
      662.10000         0.09918         0.10948
      663.10000         0.10653         0.12152
      664.10000         0.12808         0.14476
      665.10000         0.10011         0.11200
      666.10000         0.11445         0.13134
      667.10000         0.16658         0.18513
      668.10000         0.30924         0.31337
      669.10000         0.17668         0.20053
      670.10000         0.25269         0.27445
      671.10000         0.14060         0.15583
      672.10000         0.09937         0.11178
      673.10000         0.12752         0.14643
      674.10000         0.13210         0.15293
      675.10000         0.09838         0.11051
      676.10000         0.17237         0.19323
      677.10000         0.10476         0.12065
      678.10000         0.10277         0.11753
      679.10000         0.17540         0.19329
      680.10000         0.09623         0.10782
      681.10000         0.11685         0.13429
      682.10000         0.12820         0.14490
      683.10000         0.09364         0.10248
      684.10000         0.13658         0.15604
      685.10000         0.09621         0.10871
      686.10000         0.09431         0.10304
      687.10000         0.20716         0.22691
      688.10000         0.10495         0.11728
      689.10000         0.10137         0.11627
      690.10000         0.10167         0.11683
      691.10000         0.10148         0.09402
      692.10000         0.14609         0.16028
      693.10000         0.09408         0.09278
      694.10000         0.10377         0.09379
      695.10000         0.13094         0.14712
      696.10000         0.08814         0.08696
      697.10000         0.08982         0.09250
      698.10000         0.09570         0.08939
      699.10000         0.15149         0.11967
      700.10000         0.11963         0.14163
      701.10000         0.15475         0.12259
      702.10000         0.13393         0.12569
      703.10000         0.09201         0.08685
      704.10000         0.17338         0.20426
      705.10000         0.15504         0.11634
      706.10000         0.19300         0.15906
      707.10000         0.17464         0.14832
      708.10000         0.07880         0.08421
      709.10000         0.18246         0.15256
      710.10000         0.21473         0.17720
      711.10000         0.19852         0.17628
      712.10000         0.08880         0.09995
      713.10000         0.12905         0.12973
      714.10000         0.28719         0.24400
      715.10000         0.14106         0.12099
      716.10000         0.20977         0.18296
      717.10000         0.27757         0.22053
      718.10000         0.20355         0.16360
      719.10000         0.14677         0.15795
      720.10000         0.09201         0.10651
      721.10000         0.16862         0.12451
      722.10000         0.23546         0.19347
      723.10000         0.32509         0.28035
      724.10000         0.30373         0.25680
      725.10000         0.27362         0.22870
      726.10000         0.31746         0.27891
      727.10000         0.21733         0.15024
      728.10000         0.26998         0.22559
      729.10000         0.33987         0.29552
      730.10000         0.17731         0.19119
      731.10000         0.28665         0.24631
      732.10000         0.31291         0.25321
      733.10000         0.07384         0.07999
      734.10000         0.28946         0.25629
      735.10000         0.29917         0.26198
      736.10000         0.09174         0.08202
      737.10000         0.31013         0.27413
      738.10000         0.30922         0.27673
      739.10000         0.12198         0.10688
      740.10000         0.28287         0.23409
      741.10000         0.21312         0.17161
      742.10000         0.14397         0.12921
      743.10000         0.33520         0.30439
      744.10000         0.36092         0.32857
      745.10000         0.16380         0.15001
      746.10000         0.24747         0.23978
      747.10000         0.32280         0.28932
      748.10000         0.18629         0.16518
      749.10000         0.33302         0.31473
      750.10000         0.30669         0.28140
      751.10000         0.19792         0.17685
      752.10000         0.32591         0.31233
      753.10000         0.31955         0.29143
      754.10000         0.24364         0.18329
      755.10000         0.36754         0.35329
      756.10000         0.36616         0.33858
      757.10000         0.29745         0.23773
      758.10000         0.37623         0.35932
      759.10000         0.38712         0.37442
      760.10000         0.33258         0.28708
      761.10000         0.38023         0.36653
      762.10000         0.38871         0.37771
      763.10000         0.35148         0.31724
      764.10000         0.38302         0.36944
      765.10000         0.39004         0.38031
      766.10000         0.37160         0.34687
      767.10000         0.38089         0.36476
      768.10000         0.38977         0.38048
      769.10000         0.37070         0.35629
      770.10000         0.35579         0.34558
      771.10000         0.32252         0.31564
      772.10000         0.30328         0.29875
      773.10000         0.36901         0.36159
      774.10000         0.35391         0.34297
      775.10000         0.37572         0.36688
      776.10000         0.38524         0.37806
      777.10000         0.38293         0.37051
      778.10000         0.37203         0.36429
      779.10000         0.38064         0.37355
      780.10000         0.37284         0.36301
      781.10000         0.36412         0.35883
      782.10000         0.38189         0.37521
      783.10000         0.38537         0.37792
      784.10000         0.38553         0.37912
      785.10000         0.37891         0.36950
      786.10000         0.29568         0.29261
      787.10000         0.34593         0.34185
      788.10000         0.37636         0.36876
      789.10000         0.38213         0.37658
      790.10000         0.38253         0.37659
      791.10000         0.35224         0.33340
      792.10000         0.34257         0.32259
      793.10000         0.38079         0.37249
      794.10000         0.38067         0.37547
      795.10000         0.36920         0.36170
      796.10000         0.37517         0.37033
      797.10000         0.37907         0.37396
      798.10000         0.36449         0.35775
      799.10000         0.37308         0.36838
      800.10000         0.32810         0.32469
      801.10000         0.31099         0.30735
      802.10000         0.31783         0.31499
      803.10000         0.30464         0.29665
      804.10000         0.34632         0.34280
      805.10000         0.36096         0.35740
      806.10000         0.36017         0.34999
      807.10000         0.34204         0.33883
      808.10000         0.35877         0.35512
      809.10000         0.35496         0.34573
      810.10000         0.34248         0.33943
      811.10000         0.33534         0.33263
      812.10000         0.37413         0.36573
      813.10000         0.37726         0.37321
      814.10000         0.37698         0.37289
      815.10000         0.37443         0.36829
      816.10000         0.37673         0.37287
      817.10000         0.37490         0.37013
      818.10000         0.37447         0.37013
      819.10000         0.37502         0.37136
      820.10000         0.37268         0.36800
      821.10000         0.37118         0.36754
      822.10000         0.37121         0.36771
      823.10000         0.37013         0.36584
      824.10000         0.37271         0.36923
      825.10000         0.37312         0.36970
      826.10000         0.36680         0.36311
      827.10000         0.34924         0.34645
      828.10000         0.36851         0.36376
      829.10000         0.36888         0.36537
      830.10000         0.36238         0.35929
      831.10000         0.35426         0.35155
      832.10000         0.36836         0.36526
      833.10000         0.36011         0.35724
      834.10000         0.36511         0.36205
      835.10000         0.36614         0.36303
      836.10000         0.36287         0.35988
      837.10000         0.36808         0.36505
      838.10000         0.36771         0.36466
      839.10000         0.36581         0.36283
      840.10000         0.36722         0.36428
      841.10000         0.36670         0.36376
      842.10000         0.36476         0.36189
      843.10000         0.36522         0.36240
      844.10000         0.36536         0.36251
      845.10000         0.36443         0.36168
      846.10000         0.35524         0.35269
      847.10000         0.36219         0.35944
      848.10000         0.34896         0.34649
      849.10000         0.35696         0.35434
      850.10000         0.35864         0.35606
      851.10000         0.36218         0.35955
      852.10000         0.36181         0.35916
      853.10000         0.36061         0.35806
      854.10000         0.34723         0.34496
      855.10000         0.34485         0.34261
      856.10000         0.31904         0.31722
      857.10000         0.31827         0.31660
      858.10000         0.34519         0.34310
      859.10000         0.34655         0.34436
      860.10000         0.34297         0.34092
      861.10000         0.33877         0.33674
      862.10000         0.34028         0.33829
      863.10000         0.35529         0.35294
      864.10000         0.35602         0.35339
      865.10000         0.35606         0.35375
      866.10000         0.34661         0.34450
      867.10000         0.35529         0.35302
